temperature,humidity,soil_moisture,air_quality,mist_required
19.36350297118406,32.959305018703375,28.31939786151342,67.2702994208898,1
33.767857660247905,57.93306631648507,27.28851593503999,79.66813971913723,1
28.299848545285126,81.10620851134857,73.43782063647257,25.046789879249896,0
24.966462104925917,71.25574204866928,27.46823398946543,62.48740996069989,1
13.900466011060914,76.45928035030148,29.03648082900417,57.17459831437487,1
13.899863008405067,66.11483566975022,63.15787836925746,83.28303767882711,0
11.452090304204987,68.45935951624966,41.481788971537796,90.60870604812605,0
31.654403644373378,79.44369560957236,64.36973898686269,1.2156771477386807,0
25.02787529358022,37.47676062014301,14.575631029506967,67.40199190587927,1
27.70181444490114,54.259747455019834,44.1299835571369,5.1835799119729025,0
10.51461235739506,35.484660927372154,12.352952012829785,54.88586650773559,0
34.247746304049855,89.13676055976529,14.385724241874817,28.76327290436782,1
30.811066020010543,86.08415377806293,73.45062173410876,30.67765995221412,0
15.308477766956905,22.759876795795414,19.74717597823166,35.29585034523566,1
14.545624180177516,69.3902620760982,47.2694477592652,62.12924490496101,0
14.585112746335845,84.7673822190966,38.77669218204946,33.40499656687692,0
17.60605607398844,32.64027415891334,34.31403283811899,73.26990505902803,1
23.11891079080595,59.756166138684065,72.98833419810907,40.45273855738697,0
20.798625466052894,84.08418083116293,11.527637774284266,6.835320030995861,1
17.28072850495105,22.37621850100592,56.46527803229124,78.37598424841073,1
25.296322368059485,68.8194187072788,77.43761039494854,28.5758324592706,0
13.487346516301045,40.81443051607855,49.211772842328934,43.276687959926264,1
17.303616213380455,84.70773367635712,75.57757234231643,68.54438832219016,0
19.159046082342293,87.97407716157575,13.658051550021664,33.2456157148712,1
21.4017496054259,86.09865423794038,39.31553233519129,5.658565614671563,0
29.62939903482534,53.194995166022466,28.21104536734358,37.39210470128136,1
14.991844553958995,80.34298556925194,61.157467548651084,94.44485826943034,0
22.85586096034029,79.11845789745493,78.69079633480726,64.17343972985582,0
24.810364221551062,42.337033127027894,27.957104371097348,67.1479148667207,1
11.161260317999943,78.02408319054742,55.79222210318521,63.22821536376399,0
25.18862129753596,22.59053443008448,23.86683429318181,19.899213895943678,1
14.263103092182288,61.738891493743715,49.57311782001269,41.833386410228016,0
11.626289824631987,36.100618610139215,42.47527406818353,75.09397983633183,1
33.722138431333335,28.439682004409516,78.0403730742076,10.137289755315916,1
34.14080082686398,25.38672411404464,52.59690908875266,27.785277608971228,1
30.209933702911528,68.74021431146979,34.46544604607732,27.631910846585363,0
17.61534422933427,43.791247463764634,17.986704942155335,43.2018927594506,1
12.441802850159597,70.73367400701329,20.58727801144542,98.0368740942185,1
27.105825662803923,24.574943855925966,25.772185096586455,6.750254668382194,1
21.003812343490033,42.07032364814272,27.56766629382086,51.870099438059505,1
13.05095587111947,57.7643904662736,69.54312404887965,17.936468201221047,0
22.379422752781757,75.35062153872744,49.28559517977674,97.06765454097442,0
10.85971302788046,42.312675205244894,46.63736379620565,11.33035047274642,1
32.73301005196955,63.81239635059064,18.033821030845225,40.36010023615913,1
16.469499540000424,82.0184423765331,70.20977853446044,73.78849848346061,0
26.56305710884955,63.11042317276132,60.59700122459386,70.45544280274453,0
17.792776902235275,36.30716323275436,14.73678533300011,42.272863689393226,1
23.00170052944527,21.70805470895766,59.548456806083806,34.652416795271826,1
23.66775698358199,80.90692117306509,48.04767521398522,39.76123785528706,0
14.621361388138176,21.4888587595271,15.720774202274477,26.42762631586393,1
34.239615694113965,81.22911708789397,42.08104490700595,20.53329387067998,0
29.378320584027865,57.02559938190484,43.92874009910329,48.303969755889,0
33.48747353910473,85.73473889590274,21.6042178114293,26.853375606760732,1
32.37068376069122,75.91482650415658,76.19887029001976,28.746166489725013,0
24.94749947027713,89.85538773733363,69.49827600364634,65.67560634745571,0
33.04685587557792,44.54982708161971,56.83156361303758,96.85373316998923,0
12.212312551297988,73.70318022517888,42.360689270042506,60.363720055937506,0
14.89957156047863,48.13516395264695,38.82358791091559,7.697946706496628,1
11.130682222763452,53.59129342127362,55.56814270056679,7.558361385406698,0
18.133258269081608,63.9253824252859,48.180230858483384,95.1423220845566,0
19.71693224223705,81.15739799304372,14.359117411731994,29.729079030733363,1
16.783725794347397,88.88584284395066,45.87518541392322,9.206698608247542,0
30.718437728798232,73.77913897051627,66.44825320629877,59.90445871503815,0
18.918833167339734,49.243674751713364,42.146791431787065,62.36487782902661,0
17.023362742184517,49.494990159394916,13.636960428798789,64.85048201186882,1
23.567402078956214,71.6307611112224,65.03947395688232,26.74020278575413,0
13.523105624369066,36.71440020378117,24.095464749518207,1.5110684214475034,1
30.054924518850992,27.733187919197626,28.103458442162715,96.50153694544719,1
11.86376609199427,44.82355103485436,21.529444740260715,25.089304569110247,1
34.672173415012935,40.10672941578572,33.115054541004824,67.60262880525475,1
29.306119232416435,40.741568431919305,62.97260539820445,70.66298698787095,1
14.96789203835431,36.35254257349369,46.35701016527561,61.00074170794857,1
10.13805292809006,22.94652327454533,24.34168919054988,31.290739421364822,1
30.386535711370854,21.251175431338968,71.44810547064286,27.109625376406576,1
27.67143359619043,89.14056728152221,71.57072984660704,59.76682827027031,0
28.225179201024684,49.94411936151036,70.94048975322048,86.60956336116915,0
29.281758667148644,46.90286530117771,26.71573479670775,94.67337289233956,1
11.85111629335226,67.57530978851489,41.58675409266917,10.590580440375764,0
18.961643213606813,35.27777215055449,78.94927592986126,15.482861259771985,1
12.896726488128243,86.49728287651577,64.04087334169932,94.47362587830797,0
31.577585646889837,75.04415100908864,11.901719485789187,73.65352283347926,1
25.58245317068895,26.258770161858166,14.564321388234443,88.29938248297731,1
18.27245062131623,49.230654304944984,42.475196376863295,20.263263413534315,0
11.588958757150591,81.53828152935154,73.64541441030921,58.758587110940184,0
17.774558042891556,86.13124156039872,47.709125856689994,70.11395944174737,0
18.12958305066868,52.718105787490884,44.846875562400314,68.01118854469726,0
28.240154458451602,62.93879724474954,17.38315899696414,40.81516908666981,1
25.93893678388033,31.692376226445266,55.974607330700586,1.5394891691308477,1
32.18031856440817,89.38180382958836,67.54722124201578,58.29260568042631,0
21.805373129048732,36.21701909684104,36.62940052552936,25.310153917960875,0
12.989856148457543,85.99122418945879,64.29282956477292,45.02542461428904,0
27.831119680574876,65.4752654294658,77.51336577305682,95.75810150838173,0
29.019626215422434,62.54157564152014,24.263652138938237,39.903531764243475,1
24.031929939237408,55.8881957711556,46.63307418363189,83.98016066644267,0
29.274179498864026,36.14688682024311,30.099657065920287,18.854060574925114,1
22.344889909109767,32.35696224038558,65.49980933236876,67.24604980250288,1
23.06832073454985,35.43403463491227,50.43153561168103,97.70069544389435,0
20.68852545896374,33.05067835009782,54.420769228521266,10.189310087293679,1
10.63547816860238,74.57091314967273,65.85399117311258,0.8319942227192012,0
12.69728567483261,44.508768141671105,37.71793308637184,43.35827926326144,0
10.785729642168356,24.048987359437746,74.05630478849302,9.26254830513672,1
25.91026028159451,87.83718410985679,47.3120207072298,74.83843496762313,0
